SitID	UWI (AGS)	UWI
112395	0804221506000	00/06-15-080-22W4/0
112399	0804222613000	00/13-26-080-22W4/0
112409	0804223201000	00/01-32-080-22W4/0
112412	0804230111AA0	AA/11-01-080-23W4/0
143069	0804231510000	00/10-15-080-23W4/0
112418	0804232405000	00/05-24-080-23W4/0
112419	0804233113000	00/13-31-080-23W4/0
154123	0804240106000	00/06-01-080-24W4/0
112422	0804241010000	00/10-10-080-24W4/0
112423	0804242611000	00/11-26-080-24W4/0
112425	0804242906000	00/06-29-080-24W4/0
112426	0804250610000	00/10-06-080-25W4/0
112427	0804251810000	00/10-18-080-25W4/0
112430	0804253606000	00/06-36-080-25W4/0
112431	0804262610000	00/10-26-080-26W4/0
164440	0805010610000	00/10-06-080-01W5/0
112432	0805012107000	00/07-21-080-01W5/0
112433	0805012511000	00/11-25-080-01W5/0
112434	0805022607000	00/07-26-080-02W5/0
112436	0805051211000	00/11-12-080-05W5/0
112990	0814021111000	00/11-11-081-02W4/0
112991	0814022910000	00/10-29-081-02W4/0
154224	0814030716000	00/16-07-081-03W4/0
112992	0814031111000	00/11-11-081-03W4/0
112993	0814032510000	00/10-25-081-03W4/0
112994	0814040411000	00/11-04-081-04W4/0
112998	0814041712000	00/12-17-081-04W4/0
113003	0814042711000	00/11-27-081-04W4/0
113008	0814043511000	00/11-35-081-04W4/0
113009	0814050410000	00/10-04-081-05W4/0
113012	0814051310000	00/10-13-081-05W4/0
113013	0814051911AA0	AA/11-19-081-05W4/0
143181	0814053407000	00/07-34-081-05W4/0
154227	0814060108000	00/08-01-081-06W4/0
113019	0814060707000	00/07-07-081-06W4/0
164510	0814062014000	00/14-20-081-06W4/0
164513	0814063609000	00/09-36-081-06W4/0
113025	0814070510AA0	AA/10-05-081-07W4/0
113027	0814071207000	00/07-12-081-07W4/0
113028	0814072710000	00/10-27-081-07W4/0
178747	0814073006000	00/06-30-081-07W4/0
113034	0814082310AA0	AA/10-23-081-08W4/0
113035	0814082911000	00/11-29-081-08W4/0
113040	0814090310000	00/10-03-081-09W4/0
113044	0814091504000	00/04-15-081-09W4/0
113048	0814092506000	00/06-25-081-09W4/0
113051	0814100303000	00/03-03-081-10W4/0
113052	0814100810AA0	AA/10-08-081-10W4/0
113054	0814102207000	00/07-22-081-10W4/0
113055	0814102610000	00/10-26-081-10W4/0
154231	0814111311000	00/11-13-081-11W4/0
113059	0814112315AA0	AA/15-23-081-11W4/0
113061	0814112908AA0	AA/08-29-081-11W4/0
154233	0814120114000	00/14-01-081-12W4/0
164514	0814121809000	00/09-18-081-12W4/0
164516	0814122810000	00/10-28-081-12W4/0
164519	0814123305000	00/05-33-081-12W4/0
113063	0814130810AA0	AA/10-08-081-13W4/0
113064	0814131112AA0	AA/12-11-081-13W4/0
113066	0814132910AA0	AA/10-29-081-13W4/0
113067	0814140810AA0	AA/10-08-081-14W4/0
143200	0814141409000	00/09-14-081-14W4/0
113069	0814142610AA0	AA/10-26-081-14W4/0
113070	0814142910AA0	AA/10-29-081-14W4/0
154240	0814153510000	00/10-35-081-15W4/0
113074	0814160310000	00/10-03-081-16W4/0
113078	0814162610000	00/10-26-081-16W4/0
113084	0814170807000	00/07-08-081-17W4/0
113085	0814171410000	00/10-14-081-17W4/0
113087	0814172511000	00/11-25-081-17W4/0
113090	0814180807000	00/07-08-081-18W4/0
113091	0814181211000	00/11-12-081-18W4/0
113092	0814190811AA0	AA/11-08-081-19W4/0
113094	0814191510000	00/10-15-081-19W4/0
113098	0814193004AA0	AA/04-30-081-19W4/0
113103	0814193510AA0	AA/10-35-081-19W4/0
113104	0814201411AA0	AA/11-14-081-20W4/0
113106	0814201810000	00/10-18-081-20W4/0
113107	0814202310000	00/10-23-081-20W4/0
113109	0814203207000	00/07-32-081-20W4/0
113110	0814210613AA0	AA/13-06-081-21W4/0
113112	0814211013000	00/13-10-081-21W4/0
113114	0814212107000	00/07-21-081-21W4/0
113115	0814213406000	00/06-34-081-21W4/0
113117	0814220211AA0	AA/11-02-081-22W4/0
113135	0814220806000	00/06-08-081-22W4/0
113195	0814222007000	00/07-20-081-22W4/0
113198	0814222307000	00/07-23-081-22W4/0
113204	0814230105000	00/05-01-081-23W4/0
143229	0814231204000	00/04-12-081-23W4/0
113212	0814231507000	00/07-15-081-23W4/0
113219	0814232406000	00/06-24-081-23W4/0
113227	0814240710000	00/10-07-081-24W4/0
164526	0814241714000	00/14-17-081-24W4/0
154248	0814242006000	00/06-20-081-24W4/0
154249	0814242110000	00/10-21-081-24W4/0
113240	0814251011000	00/11-10-081-25W4/0
113241	0814251211000	00/11-12-081-25W4/0
113244	0814252410000	00/10-24-081-25W4/0
113245	0814252610000	00/10-26-081-25W4/0
113248	0815011915000	00/15-19-081-01W5/0
113249	0815020907000	00/07-09-081-02W5/0
113252	0815022310000	00/10-23-081-02W5/0
113253	0815023607000	00/07-36-081-02W5/0
113254	0815032505000	00/05-25-081-03W5/0
113255	0815041206000	00/06-12-081-04W5/0
113256	0815041810000	00/10-18-081-04W5/0
113258	0815051903000	00/03-19-081-05W5/0
113795	0824021106000	00/06-11-082-02W4/0
113796	0824022710000	00/10-27-082-02W4/0
113797	0824030910000	00/10-09-082-03W4/0
113798	0824033406000	00/06-34-082-03W4/0
113800	0824040811000	00/11-08-082-04W4/0
113801	0824042205000	00/05-22-082-04W4/0
113804	0824050210000	00/10-02-082-05W4/0
113808	0824052106000	00/06-21-082-05W4/0
113810	0824052407000	00/07-24-082-05W4/0
113816	0824061410000	00/10-14-082-06W4/0
113817	0824062010000	00/10-20-082-06W4/0
113818	0824062407000	00/07-24-082-06W4/0
113819	0824063310000	00/10-33-082-06W4/0
113820	0824063506000	00/06-35-082-06W4/0
113821	0824070807000	00/07-08-082-07W4/0
113822	0824071107000	00/07-11-082-07W4/0
113823	0824072607000	00/07-26-082-07W4/0
113825	0824073614AA0	AA/14-36-082-07W4/0
113827	0824081110AA0	AA/10-11-082-08W4/0
113828	0824082310AA0	AA/10-23-082-08W4/0
113829	0824082911AA0	AA/11-29-082-08W4/0
113830	0824090806AA0	AA/06-08-082-09W4/0
113834	0824091206000	00/06-12-082-09W4/0
113836	0824092506000	00/06-25-082-09W4/0
113840	0824093506000	00/06-35-082-09W4/0
154350	0824100712000	00/12-07-082-10W4/0
113843	0824101410AA0	AA/10-14-082-10W4/0
113844	0824101707000	00/07-17-082-10W4/0
113847	0824102911AA0	AA/11-29-082-10W4/0
154352	0824111212000	00/12-12-082-11W4/0
164584	0824112312000	00/12-23-082-11W4/0
164585	0824112511000	00/11-25-082-11W4/0
154354	0824120408000	00/08-04-082-12W4/0
154360	0824121108000	00/08-11-082-12W4/0
154362	0824121803000	00/03-18-082-12W4/0
178895	0824122206000	00/06-22-082-12W4/0
143346	0824130310000	00/10-03-082-13W4/0
113849	0824130606000	00/06-06-082-13W4/0
113851	0824131109AA0	AA/09-11-082-13W4/0
113853	0824132110000	00/10-21-082-13W4/0
113855	0824132910000	00/10-29-082-13W4/0
154366	0824140610000	00/10-06-082-14W4/0
154369	0824141610000	00/10-16-082-14W4/0
113857	0824142706000	00/06-27-082-14W4/0
113859	0824150810000	00/10-08-082-15W4/0
113861	0824152506000	00/06-25-082-15W4/0
113865	0824162310000	00/10-23-082-16W4/0
113866	0824163206000	00/06-32-082-16W4/0
113867	0824163406000	00/06-34-082-16W4/0
113868	0824163606000	00/06-36-082-16W4/0
113869	0824170110000	00/10-01-082-17W4/0
113871	0824170606000	00/06-06-082-17W4/0
113873	0824180110000	00/10-01-082-18W4/0
113874	0824181711AA0	AA/11-17-082-18W4/0
113875	0824182310AA0	AA/10-23-082-18W4/0
113878	0824190911000	00/11-09-082-19W4/0
113879	0824191410000	00/10-14-082-19W4/0
113880	0824191711AA0	AA/11-17-082-19W4/0
113881	0824193514000	00/14-35-082-19W4/0
113882	0824201107000	00/07-11-082-20W4/0
113884	0824202011AA0	AA/11-20-082-20W4/0
113885	0824202606000	00/06-26-082-20W4/0
113887	0824210514AA0	AA/14-05-082-21W4/0
113888	0824210908000	00/08-09-082-21W4/0
113889	0824211714AA0	AA/14-17-082-21W4/0
113890	0824212707000	00/07-27-082-21W4/0
113892	0824220110000	00/10-01-082-22W4/0
113895	0824222306000	00/06-23-082-22W4/0
113897	0824222610AA0	AA/10-26-082-22W4/0
143347	0824231101000	00/01-11-082-23W4/0
113905	0824242710000	00/10-27-082-24W4/0
113907	0824251107000	00/07-11-082-25W4/0
113910	0824260306000	00/06-03-082-26W4/0
113911	0825010106000	00/06-01-082-01W5/0
113913	0825013111000	00/11-31-082-01W5/0
113914	0825023406000	00/06-34-082-02W5/0
113915	0825031306000	00/06-13-082-03W5/0
113916	0825032013000	00/13-20-082-03W5/0
114300	0834021309000	00/09-13-083-02W4/0
114301	0834022501000	00/01-25-083-02W4/0
143455	0834030607000	00/07-06-083-03W4/0
114303	0834030906000	00/06-09-083-03W4/0
114304	0834031806000	00/06-18-083-03W4/0
114305	0834040607000	00/07-06-083-04W4/0
114306	0834040712000	00/12-07-083-04W4/0
114308	0834041913000	00/13-19-083-04W4/0
114310	0834042014000	00/14-20-083-04W4/0
114315	0834050810000	00/10-08-083-05W4/0
114317	0834051910000	00/10-19-083-05W4/0
114319	0834052610000	00/10-26-083-05W4/0
114321	0834053411000	00/11-34-083-05W4/0
178957	0834060208000	00/08-02-083-06W4/0
114330	0834061915000	00/15-19-083-06W4/0
114339	0834063004000	00/04-30-083-06W4/0
114354	0834063510000	00/10-35-083-06W4/0
114355	0834070316000	00/16-03-083-07W4/0
114358	0834071607000	00/07-16-083-07W4/0
114361	0834072310000	00/10-23-083-07W4/0
114377	0834073307000	00/07-33-083-07W4/0
114381	0834080806AA0	AA/06-08-083-08W4/0
143463	0834081111000	00/11-11-083-08W4/0
114382	0834082210000	00/10-22-083-08W4/0
114388	0834091607000	00/07-16-083-09W4/0
114389	0834091711000	00/11-17-083-09W4/0
114391	0834092706000	00/06-27-083-09W4/0
114393	0834093111000	00/11-31-083-09W4/0
114394	0834100812AA0	AA/12-08-083-10W4/0
114396	0834101303000	00/03-13-083-10W4/0
114398	0834102610AA0	AA/10-26-083-10W4/0
114399	0834102912AA0	AA/12-29-083-10W4/0
164610	0834110202000	00/02-02-083-11W4/0
114400	0834111110AA0	AA/10-11-083-11W4/0
114402	0834112610AA0	AA/10-26-083-11W4/0
114404	0834113109AA0	AA/09-31-083-11W4/0
114406	0834120812AA0	AA/12-08-083-12W4/0
114408	0834121112AA0	AA/12-11-083-12W4/0
114409	0834122609AA0	AA/09-26-083-12W4/0
114410	0834122909AA0	AA/09-29-083-12W4/0
114413	0834131606000	00/06-16-083-13W4/0
114414	0834132307000	00/07-23-083-13W4/0
114415	0834142011000	00/11-20-083-14W4/0
114419	0834152711000	00/11-27-083-15W4/0
114420	0834153210000	00/10-32-083-15W4/0
114423	0834160911000	00/11-09-083-16W4/0
114424	0834161406000	00/06-14-083-16W4/0
114427	0834162406000	00/06-24-083-16W4/0
114429	0834163407000	00/07-34-083-16W4/0
114431	0834171911000	00/11-19-083-17W4/0
114432	0834172511000	00/11-25-083-17W4/0
114434	0834173106000	00/06-31-083-17W4/0
114438	0834181407000	00/07-14-083-18W4/0
114440	0834182306000	00/06-23-083-18W4/0
114442	0834182507000	00/07-25-083-18W4/0
114443	0834182706000	00/06-27-083-18W4/0
114446	0834190910AA0	AA/10-09-083-19W4/0
114448	0834191710000	00/10-17-083-19W4/0
114450	0834192410000	00/10-24-083-19W4/0
114451	0834192510000	00/10-25-083-19W4/0
114453	0834202010000	00/10-20-083-20W4/0
114476	0834220605000	00/05-06-083-22W4/0
143467	0834221906000	00/06-19-083-22W4/0
143468	0834222213000	00/13-22-083-22W4/0
143469	0834230914000	00/14-09-083-23W4/0
114497	0834231406000	00/06-14-083-23W4/0
114498	0834231904000	00/04-19-083-23W4/0
143470	0834233313000	00/13-33-083-23W4/0
143471	0834243408000	00/08-34-083-24W4/0
114503	0835022503000	00/03-25-083-02W5/0
114504	0835022916000	00/16-29-083-02W5/0
114505	0835032310000	00/10-23-083-03W5/0
114753	0844031610000	00/10-16-084-03W4/0
114754	0844032115000	00/15-21-084-03W4/0
114755	0844040409000	00/09-04-084-04W4/0
114756	0844040806000	00/06-08-084-04W4/0
143555	0844042011000	00/11-20-084-04W4/0
154449	0844043210000	00/10-32-084-04W4/0
114758	0844050512000	00/12-05-084-05W4/0
154450	0844052006000	00/06-20-084-05W4/0
154452	0844053209000	00/09-32-084-05W4/0
154453	0844053510000	00/10-35-084-05W4/0
114761	0844060506000	00/06-05-084-06W4/0
154454	0844062411000	00/11-24-084-06W4/0
114768	0844062910000	00/10-29-084-06W4/0
143561	0844063211AB0	AB/11-32-084-06W4/0
114772	0844071511AA0	AA/11-15-084-07W4/0
114773	0844071711AA0	AA/11-17-084-07W4/0
114779	0844072909AA0	AA/09-29-084-07W4/0
114783	0844080711AA0	AA/11-07-084-08W4/0
114784	0844080812AA0	AA/12-08-084-08W4/0
114789	0844090810000	00/10-08-084-09W4/0
114795	0844092007000	00/07-20-084-09W4/0
114799	0844092911AA0	AA/11-29-084-09W4/0
114801	0844093502AA0	AA/02-35-084-09W4/0
143566	0844102107000	00/07-21-084-10W4/0
114805	0844102602AA0	AA/02-26-084-10W4/0
114810	0844110910AA0	AA/10-09-084-11W4/0
114811	0844111305AA0	AA/05-13-084-11W4/0
114819	0844112613AA0	AA/13-26-084-11W4/0
114822	0844112713000	00/13-27-084-11W4/0
114829	0844113210000	00/10-32-084-11W4/0
114833	0844121108AA0	AA/08-11-084-12W4/0
114834	0844121413AA0	AA/13-14-084-12W4/0
114836	0844122404AA0	AA/04-24-084-12W4/0
114838	0844122915AA0	AA/15-29-084-12W4/0
114842	0844143004000	00/04-30-084-14W4/0
114843	0844143115000	00/15-31-084-14W4/0
114844	0844150204000	00/04-02-084-15W4/0
114847	0844152004000	00/04-20-084-15W4/0
114849	0844152604000	00/04-26-084-15W4/0
114850	0844160110000	00/10-01-084-16W4/0
114855	0844161514000	00/14-15-084-16W4/0
114857	0844162406000	00/06-24-084-16W4/0
114861	0844163406000	00/06-34-084-16W4/0
114862	0844170203000	00/03-02-084-17W4/0
114864	0844170606000	00/06-06-084-17W4/0
114865	0844172101000	00/01-21-084-17W4/0
114869	0844180207000	00/07-02-084-18W4/0
114871	0844182607000	00/07-26-084-18W4/0
114872	0844182907000	00/07-29-084-18W4/0
114873	0844190107000	00/07-01-084-19W4/0
114877	0844191410AA0	AA/10-14-084-19W4/0
114878	0844191710AA0	AA/10-17-084-19W4/0
114879	0844192510000	00/10-25-084-19W4/0
114883	0844201711000	00/11-17-084-20W4/0
114887	0844220310000	00/10-03-084-22W4/0
143613	0844231613000	00/13-16-084-23W4/0
114892	0844233107AA0	AA/07-31-084-23W4/0
114893	0844233310000	00/10-33-084-23W4/0
114896	0844241411000	00/11-14-084-24W4/0
114899	0844251710000	00/10-17-084-25W4/0
114900	0844252411000	00/11-24-084-25W4/0
114902	0844260107000	00/07-01-084-26W4/0
114903	0845013406000	00/06-34-084-01W5/0
115253	0854060511000	00/11-05-085-06W4/0
115254	0854060610000	00/10-06-085-06W4/0
143685	0854060615AA0	AA/15-06-085-06W4/0
115257	0854061814AA0	AA/14-18-085-06W4/0
154541	0854062414000	00/14-24-085-06W4/0
115261	0854070516AA0	AA/16-05-085-07W4/0
115268	0854071505AA0	AA/05-15-085-07W4/0
115282	0854073611AA0	AA/11-36-085-07W4/0
115284	0854080803AA0	AA/03-08-085-08W4/0
115293	0854082108AA0	AA/08-21-085-08W4/0
115297	0854082406AA0	AA/06-24-085-08W4/0
115444	0854091111AA0	AA/11-11-085-09W4/0
115445	0854092505AA0	AA/05-25-085-09W4/0
115447	0854092608AA0	AA/08-26-085-09W4/0
115460	0854101112AA0	AA/12-11-085-10W4/0
143689	0854110111000	00/11-01-085-11W4/0
143700	0854110611AA0	AA/11-06-085-11W4/0
115465	0854111709AA0	AA/09-17-085-11W4/0
143717	0854112306000	00/06-23-085-11W4/0
115468	0854121511AA0	AA/11-15-085-12W4/0
115469	0854122407AA0	AA/07-24-085-12W4/0
115476	0854150301000	00/01-03-085-15W4/0
143720	0854150501000	00/01-05-085-15W4/0
115480	0854161811000	00/11-18-085-16W4/0
115483	0854172304000	00/04-23-085-17W4/0
115484	0854173511000	00/11-35-085-17W4/0
115485	0854180807000	00/07-08-085-18W4/0
115489	0854182306000	00/06-23-085-18W4/0
115492	0854190810000	00/10-08-085-19W4/0
115494	0854191907000	00/07-19-085-19W4/0
115500	0854193406AA0	AA/06-34-085-19W4/0
115501	0854193610000	00/10-36-085-19W4/0
115502	0854201611000	00/11-16-085-20W4/0
115504	0854203606000	00/06-36-085-20W4/0
115508	0854220107000	00/07-01-085-22W4/0
115513	0854221911000	00/11-19-085-22W4/0
115514	0854230407000	00/07-04-085-23W4/0
115515	0854233204000	00/04-32-085-23W4/0
115516	0854233606000	00/06-36-085-23W4/0
115517	0854241907000	00/07-19-085-24W4/0
115521	0854253408000	00/08-34-085-25W4/0
116092	0864032407000	00/07-24-086-03W4/0
143816	0864070205AB0	AB/05-02-086-07W4/0
116104	0864072307AA0	AA/07-23-086-07W4/0
116105	0864073611AA0	AA/11-36-086-07W4/0
116121	0864080808AA0	AA/08-08-086-08W4/0
116123	0864081801AA0	AA/01-18-086-08W4/0
116126	0864090810AA0	AA/10-08-086-09W4/0
116128	0864092610AA0	AA/10-26-086-09W4/0
116129	0864092910AA0	AA/10-29-086-09W4/0
154602	0864102812AA0	AA/12-28-086-10W4/0
116131	0864110201AA0	AA/01-02-086-11W4/0
116132	0864120511AA0	AA/11-05-086-12W4/0
143826	0864123416AA0	AA/16-34-086-12W4/0
143828	0864150407AA0	AA/07-04-086-15W4/0
116138	0864151804AA0	AA/04-18-086-15W4/0
143829	0864152808AA0	AA/08-28-086-15W4/0
116140	0864160806AA0	AA/06-08-086-16W4/0
116143	0864170407000	00/07-04-086-17W4/0
116145	0864171615AA0	AA/15-16-086-17W4/0
116146	0864172506AA0	AA/06-25-086-17W4/0
116148	0864180806000	00/06-08-086-18W4/0
143830	0864181906000	00/06-19-086-18W4/0
143831	0864182313000	00/13-23-086-18W4/0
116151	0864182606000	00/06-26-086-18W4/0
164810	0864192407000	00/07-24-086-19W4/0
116161	0864212907000	00/07-29-086-21W4/0
116163	0864220508000	00/08-05-086-22W4/0
116164	0864220810000	00/10-08-086-22W4/0
116165	0864223211000	00/11-32-086-22W4/0
116166	0864223607000	00/07-36-086-22W4/0
116167	0864231110000	00/10-11-086-23W4/0
116168	0864233406000	00/06-34-086-23W4/0
116169	0864252207000	00/07-22-086-25W4/0
116436	0874070516000	00/16-05-087-07W4/0
116437	0874071306AA0	AA/06-13-087-07W4/0
116438	0874071506AA0	AA/06-15-087-07W4/0
116439	0874072809AA0	AA/09-28-087-07W4/0
116443	0874073501AA0	AA/01-35-087-07W4/0
116445	0874090810AA0	AA/10-08-087-09W4/0
116447	0874092611AA0	AA/11-26-087-09W4/0
116449	0874101405AA0	AA/05-14-087-10W4/0
154643	0874101807AA0	AA/07-18-087-10W4/0
116451	0874102404AA0	AA/04-24-087-10W4/0
143944	0874103012AA0	AA/12-30-087-10W4/0
116455	0874111610AA0	AA/10-16-087-11W4/0
143945	0874121909AA0	AA/09-19-087-12W4/0
116458	0874150810AA0	AA/10-08-087-15W4/0
116462	0874161110AA0	AA/10-11-087-16W4/0
116464	0874162610AA0	AA/10-26-087-16W4/0
154644	0874163005AA0	AA/05-30-087-16W4/0
143949	0874170604000	00/04-06-087-17W4/0
116468	0874171516000	00/16-15-087-17W4/0
116469	0874172111000	00/11-21-087-17W4/0
116471	0874172411000	00/11-24-087-17W4/0
143951	0874173515000	00/15-35-087-17W4/0
116481	0874181305000	00/05-13-087-18W4/0
116483	0874181710000	00/10-17-087-18W4/0
116487	0874183107000	00/07-31-087-18W4/0
116488	0874183412000	00/12-34-087-18W4/0
116492	0874192214000	00/14-22-087-19W4/0
116514	0874202611000	00/11-26-087-20W4/0
154649	0874212014000	00/14-20-087-21W4/0
116516	0874221106000	00/06-11-087-22W4/0
116517	0874221211000	00/11-12-087-22W4/0
116519	0874222806000	00/06-28-087-22W4/0
116521	0874232411000	00/11-24-087-23W4/0
116522	0874250407000	00/07-04-087-25W4/0
117107	0884031003000	00/03-10-088-03W4/0
117108	0884070113AA0	AA/13-01-088-07W4/0
117109	0884070305AA0	AA/05-03-088-07W4/0
117111	0884070803AA0	AA/03-08-088-07W4/0
117114	0884072007AA0	AA/07-20-088-07W4/0
117119	0884081505AD0	AD/05-15-088-08W4/0
117122	0884081505AG0	AG/05-15-088-08W4/0
117198	0884082811AA0	AA/11-28-088-08W4/0
117203	0884091603AA0	AA/03-16-088-09W4/0
117208	0884091714AA0	AA/14-17-088-09W4/0
117211	0884100702AA0	AA/02-07-088-10W4/0
117212	0884101016AA0	AA/16-10-088-10W4/0
117216	0884102703AA0	AA/03-27-088-10W4/0
117217	0884103501AA0	AA/01-35-088-10W4/0
117219	0884121408AA0	AA/08-14-088-12W4/0
117220	0884122213AA0	AA/13-22-088-12W4/0
117221	0884133111AA0	AA/11-31-088-13W4/0
117228	0884142910AA0	AA/10-29-088-14W4/0
117229	0884143316AA0	AA/16-33-088-14W4/0
117230	0884150810AA0	AA/10-08-088-15W4/0
117233	0884160810AA0	AA/10-08-088-16W4/0
117234	0884161110AA0	AA/10-11-088-16W4/0
117235	0884162610AA0	AA/10-26-088-16W4/0
117238	0884170105000	00/05-01-088-17W4/0
117245	0884171206000	00/06-12-088-17W4/0
117248	0884173511000	00/11-35-088-17W4/0
117249	0884180415000	00/15-04-088-18W4/0
117255	0884181907000	00/07-19-088-18W4/0
117256	0884182207000	00/07-22-088-18W4/0
117259	0884183611000	00/11-36-088-18W4/0
117263	0884190510AA0	AA/10-05-088-19W4/0
117276	0884191107AA0	AA/07-11-088-19W4/0
117278	0884192807AA0	AA/07-28-088-19W4/0
117279	0884193110AA0	AA/10-31-088-19W4/0
117283	0884201607AA0	AA/07-16-088-20W4/0
117285	0884203403000	00/03-34-088-20W4/0
117286	0884210411000	00/11-04-088-21W4/0
117287	0884211411000	00/11-14-088-21W4/0
117288	0884212511000	00/11-25-088-21W4/0
117290	0884222411000	00/11-24-088-22W4/0
117292	0884223510000	00/10-35-088-22W4/0
117293	0884232405AA0	AA/05-24-088-23W4/0
117294	0884232916000	00/16-29-088-23W4/0
117299	0884243507000	00/07-35-088-24W4/0
117301	0884252110000	00/10-21-088-25W4/0
117302	0884252411000	00/11-24-088-25W4/0
117305	0885021811000	00/11-18-088-02W5/0
117656	0894070804AA0	AA/04-08-089-07W4/0
117661	0894071916AA0	AA/16-19-089-07W4/0
117663	0894072813AA0	AA/13-28-089-07W4/0
171451	0894073116AA0	AA/16-31-089-07W4/0
117674	0894080810AB0	AB/10-08-089-08W4/0
117694	0894082307AA0	AA/07-23-089-08W4/0
117705	0894083205AA0	AA/05-32-089-08W4/0
117706	0894083412AA0	AA/12-34-089-08W4/0
117770	0894091211AA0	AA/11-12-089-09W4/0
117792	0894092710AA0	AA/10-27-089-09W4/0
117795	0894093307AA0	AA/07-33-089-09W4/0
117797	0894093510AA0	AA/10-35-089-09W4/0
117803	0894101412AA0	AA/12-14-089-10W4/0
117804	0894102006AA0	AA/06-20-089-10W4/0
117810	0894103506AA0	AA/06-35-089-10W4/0
117812	0894110503AA0	AA/03-05-089-11W4/0
117813	0894110710AA0	AA/10-07-089-11W4/0
117817	0894120202AA0	AA/02-02-089-12W4/0
154743	0894121807AA0	AA/07-18-089-12W4/0
117820	0894122911000	00/11-29-089-12W4/0
117821	0894123202000	00/02-32-089-12W4/0
117825	0894140810AA0	AA/10-08-089-14W4/0
117826	0894141110AA0	AA/10-11-089-14W4/0
117827	0894142610AA0	AA/10-26-089-14W4/0
117829	0894150909AA0	AA/09-09-089-15W4/0
117830	0894151110AA0	AA/10-11-089-15W4/0
117831	0894152610AA0	AA/10-26-089-15W4/0
117834	0894161110AA0	AA/10-11-089-16W4/0
117835	0894162610AA0	AA/10-26-089-16W4/0
117838	0894181210000	00/10-12-089-18W4/0
117839	0894181906000	00/06-19-089-18W4/0
117844	0894191803000	00/03-18-089-19W4/0
117845	0894193106000	00/06-31-089-19W4/0
117847	0894201106AA0	AA/06-11-089-20W4/0
164968	0894202510000	00/10-25-089-20W4/0
164969	0894203410000	00/10-34-089-20W4/0
117852	0894210706000	00/06-07-089-21W4/0
144193	0894213606000	00/06-36-089-21W4/0
117874	0894241310000	00/10-13-089-24W4/0
117877	0894251106000	00/06-11-089-25W4/0
117878	0894251407000	00/07-14-089-25W4/0
118059	0904070304AA0	AA/04-03-090-07W4/0
118060	0904070413AA0	AA/13-04-090-07W4/0
118062	0904071110AA0	AA/10-11-090-07W4/0
118065	0904071902AA0	AA/02-19-090-07W4/0
118067	0904072610AA0	AA/10-26-090-07W4/0
118071	0904080201AA0	AA/01-02-090-08W4/0
118113	0904081104AA0	AA/04-11-090-08W4/0
118119	0904082507AA0	AA/07-25-090-08W4/0
118121	0904083202AA0	AA/02-32-090-08W4/0
118135	0904091411AA0	AA/11-14-090-09W4/0
118143	0904092411AA0	AA/11-24-090-09W4/0
118147	0904092807AA0	AA/07-28-090-09W4/0
118153	0904093606AA0	AA/06-36-090-09W4/0
118158	0904101106AA0	AA/06-11-090-10W4/0
118167	0904102809AA0	AA/09-28-090-10W4/0
118169	0904103506AA0	AA/06-35-090-10W4/0
144274	0904112410AA0	AA/10-24-090-11W4/0
144275	0904113311AA0	AA/11-33-090-11W4/0
144276	0904113603AA0	AA/03-36-090-11W4/0
118177	0904121111000	00/11-11-090-12W4/0
154815	0904130611AA0	AA/11-06-090-13W4/0
154816	0904132102AA0	AA/02-21-090-13W4/0
154817	0904133612AA0	AA/12-36-090-13W4/0
118183	0904140810AA0	AA/10-08-090-14W4/0
118185	0904150809AA0	AA/09-08-090-15W4/0
118186	0904151107AA0	AA/07-11-090-15W4/0
118188	0904152911AA0	AA/11-29-090-15W4/0
118189	0904160810AA0	AA/10-08-090-16W4/0
118191	0904162610AA0	AA/10-26-090-16W4/0
118192	0904162910AA0	AA/10-29-090-16W4/0
118193	0904171707000	00/07-17-090-17W4/0
118195	0904173111000	00/11-31-090-17W4/0
144283	0904173311000	00/11-33-090-17W4/0
118198	0904182605000	00/05-26-090-18W4/0
144285	0904190310000	00/10-03-090-19W4/0
118199	0904190711000	00/11-07-090-19W4/0
144291	0904193506000	00/06-35-090-19W4/0
118209	0904201510000	00/10-15-090-20W4/0
118211	0904202211000	00/11-22-090-20W4/0
118214	0904203414000	00/14-34-090-20W4/0
154820	0904203604000	00/04-36-090-20W4/0
118220	0904212607000	00/07-26-090-21W4/0
165028	0904221811000	00/11-18-090-22W4/0
118227	0904222607000	00/07-26-090-22W4/0
118232	0904232111000	00/11-21-090-23W4/0
118235	0904240210AA0	AA/10-02-090-24W4/0
118236	0904242310000	00/10-23-090-24W4/0
118412	0914070603AA0	AA/03-06-091-07W4/0
144377	0914072004AA0	AA/04-20-091-07W4/0
144378	0914073404AA0	AA/04-34-091-07W4/0
118415	0914080104AA0	AA/04-01-091-08W4/0
118422	0914083013AA0	AA/13-30-091-08W4/0
118424	0914090216AA0	AA/16-02-091-09W4/0
118436	0914091613AA0	AA/13-16-091-09W4/0
118475	0914093610AA0	AA/10-36-091-09W4/0
118481	0914101106AA0	AA/06-11-091-10W4/0
118593	0914111904AA0	AA/04-19-091-11W4/0
118612	0914121310AA0	AA/10-13-091-12W4/0
118615	0914122402AA0	AA/02-24-091-12W4/0
118621	0914131606AA0	AA/06-16-091-13W4/0
118629	0914133303AA0	AA/03-33-091-13W4/0
118632	0914140812AA0	AA/12-08-091-14W4/0
