SitID	UWI (AGS)	UWI
102496	0674010812000	00/12-08-067-01W4/0
102497	0674020807000	00/07-08-067-02W4/0
102498	0674021109000	00/09-11-067-02W4/0
102500	0674022910000	00/10-29-067-02W4/0
102501	0674023406000	00/06-34-067-02W4/0
102503	0674030411000	00/11-04-067-03W4/0
102505	0674030810000	00/10-08-067-03W4/0
102507	0674031410000	00/10-14-067-03W4/0
102514	0674032810000	00/10-28-067-03W4/0
102517	0674033607000	00/07-36-067-03W4/0
102518	0674040210000	00/10-02-067-04W4/0
102565	0674040710000	00/10-07-067-04W4/0
102577	0674042411000	00/11-24-067-04W4/0
102581	0674043307000	00/07-33-067-04W4/0
102583	0674050313000	00/13-03-067-05W4/0
102589	0674051606000	00/06-16-067-05W4/0
102592	0674052507000	00/07-25-067-05W4/0
102596	0674053310000	00/10-33-067-05W4/0
102597	0674060115000	00/15-01-067-06W4/0
102606	0674061706000	00/06-17-067-06W4/0
141727	0674062307000	00/07-23-067-06W4/0
102609	0674062902000	00/02-29-067-06W4/0
102610	0674070511000	00/11-05-067-07W4/0
102611	0674071306000	00/06-13-067-07W4/0
102614	0674072503000	00/03-25-067-07W4/0
102615	0674072908000	00/08-29-067-07W4/0
102619	0674080310000	00/10-03-067-08W4/0
102620	0674081306000	00/06-13-067-08W4/0
141732	0674082910000	00/10-29-067-08W4/0
102626	0674083407000	00/07-34-067-08W4/0
163611	0674102706000	00/06-27-067-10W4/0
163612	0674103109000	00/09-31-067-10W4/0
102630	0674110603000	00/03-06-067-11W4/0
163614	0674113310000	00/10-33-067-11W4/0
141733	0674120207000	00/07-02-067-12W4/0
102633	0674120508000	00/08-05-067-12W4/0
102640	0674121306000	00/06-13-067-12W4/0
141734	0674122208002	00/08-22-067-12W4/2
102656	0674130311000	00/11-03-067-13W4/0
102661	0674131104000	00/04-11-067-13W4/0
102666	0674133410000	00/10-34-067-13W4/0
102671	0674133611000	00/11-36-067-13W4/0
102672	0674140306000	00/06-03-067-14W4/0
102679	0674140812000	00/12-08-067-14W4/0
102681	0674141011000	00/11-10-067-14W4/0
102684	0674141813000	00/13-18-067-14W4/0
102686	0674150208000	00/08-02-067-15W4/0
141736	0674150610000	00/10-06-067-15W4/0
102698	0674152211000	00/11-22-067-15W4/0
102702	0674153106000	00/06-31-067-15W4/0
102710	0674160707000	00/07-07-067-16W4/0
102714	0674161211000	00/11-12-067-16W4/0
102719	0674162003000	00/03-20-067-16W4/0
102743	0674163403000	00/03-34-067-16W4/0
102752	0674170810000	00/10-08-067-17W4/0
102754	0674171106000	00/06-11-067-17W4/0
102761	0674172013000	00/13-20-067-17W4/0
102774	0674173207000	00/07-32-067-17W4/0
102780	0674180314000	00/14-03-067-18W4/0
102785	0674181011000	00/11-10-067-18W4/0
102798	0674182608000	00/08-26-067-18W4/0
102802	0674183010000	00/10-30-067-18W4/0
103698	0684010811000	00/11-08-068-01W4/0
103699	0684020810000	00/10-08-068-02W4/0
103700	0684021109000	00/09-11-068-02W4/0
103703	0684022606000	00/06-26-068-02W4/0
103704	0684022911000	00/11-29-068-02W4/0
103707	0684030509000	00/09-05-068-03W4/0
103710	0684031306000	00/06-13-068-03W4/0
103711	0684031607000	00/07-16-068-03W4/0
103713	0684032810000	00/10-28-068-03W4/0
103715	0684040211000	00/11-02-068-04W4/0
103717	0684040906000	00/06-09-068-04W4/0
103723	0684042610000	00/10-26-068-04W4/0
103724	0684042906000	00/06-29-068-04W4/0
103729	0684050807000	00/07-08-068-05W4/0
103730	0684051207000	00/07-12-068-05W4/0
103732	0684051611000	00/11-16-068-05W4/0
103734	0684052615000	00/15-26-068-05W4/0
103738	0684060107000	00/07-01-068-06W4/0
103742	0684061507000	00/07-15-068-06W4/0
103744	0684061911000	00/11-19-068-06W4/0
103746	0684062707000	00/07-27-068-06W4/0
141799	0684070514000	00/14-05-068-07W4/0
141802	0684071812000	00/12-18-068-07W4/0
141803	0684072606000	00/06-26-068-07W4/0
141805	0684072905000	00/05-29-068-07W4/0
141807	0684080515000	00/15-05-068-08W4/0
141809	0684082116000	00/16-21-068-08W4/0
141810	0684082601000	00/01-26-068-08W4/0
141811	0684083013000	00/13-30-068-08W4/0
103748	0684091903000	00/03-19-068-09W4/0
103749	0684092807000	00/07-28-068-09W4/0
103751	0684102007000	00/07-20-068-10W4/0
103752	0684103607000	00/07-36-068-10W4/0
153250	0684110405000	00/05-04-068-11W4/0
103753	0684110913000	00/13-09-068-11W4/0
103756	0684112705000	00/05-27-068-11W4/0
103757	0684112711000	00/11-27-068-11W4/0
103759	0684113014000	00/14-30-068-11W4/0
103775	0684121803000	00/03-18-068-12W4/0
153251	0684122306000	00/06-23-068-12W4/0
103784	0684122911000	00/11-29-068-12W4/0
103787	0684123106000	00/06-31-068-12W4/0
103796	0684130310000	00/10-03-068-13W4/0
103809	0684131211000	00/11-12-068-13W4/0
103834	0684132710000	00/10-27-068-13W4/0
103852	0684133407000	00/07-34-068-13W4/0
103855	0684142211000	00/11-22-068-14W4/0
103857	0684142511000	00/11-25-068-14W4/0
103868	0684143407000	00/07-34-068-14W4/0
103875	0684153111000	00/11-31-068-15W4/0
103876	0684160111000	00/11-01-068-16W4/0
103880	0684161510000	00/10-15-068-16W4/0
103886	0684162907000	00/07-29-068-16W4/0
103888	0684163211000	00/11-32-068-16W4/0
103895	0684170711000	00/11-07-068-17W4/0
103896	0684171211000	00/11-12-068-17W4/0
103900	0684171812000	00/12-18-068-17W4/0
103903	0684173007000	00/07-30-068-17W4/0
103906	0684180311000	00/11-03-068-18W4/0
103912	0684181011000	00/11-10-068-18W4/0
103920	0684182706000	00/06-27-068-18W4/0
103924	0684183106000	00/06-31-068-18W4/0
153271	0694020706000	00/06-07-069-02W4/0
153272	0694032710000	00/10-27-069-03W4/0
141856	0694040405000	00/05-04-069-04W4/0
141857	0694040606000	00/06-06-069-04W4/0
141860	0694041906000	00/06-19-069-04W4/0
141861	0694043206000	00/06-32-069-04W4/0
141863	0694050407000	00/07-04-069-05W4/0
141867	0694051405000	00/05-14-069-05W4/0
141869	0694052206000	00/06-22-069-05W4/0
141873	0694053410000	00/10-34-069-05W4/0
141875	0694061205000	00/05-12-069-06W4/0
141876	0694062206000	00/06-22-069-06W4/0
141877	0694063208000	00/08-32-069-06W4/0
141878	0694063606000	00/06-36-069-06W4/0
153283	0694071608000	00/08-16-069-07W4/0
153284	0694073012000	00/12-30-069-07W4/0
153285	0694081108000	00/08-11-069-08W4/0
153286	0694082812000	00/12-28-069-08W4/0
153287	0694083112000	00/12-31-069-08W4/0
104689	0694090607000	00/07-06-069-09W4/0
104690	0694090909000	00/09-09-069-09W4/0
104695	0694092110000	00/10-21-069-09W4/0
141879	0694093006000	00/06-30-069-09W4/0
104699	0694101210000	00/10-12-069-10W4/0
104700	0694101511000	00/11-15-069-10W4/0
104703	0694102311000	00/11-23-069-10W4/0
141880	0694102910000	00/10-29-069-10W4/0
104710	0694111312000	00/12-13-069-11W4/0
104712	0694111505000	00/05-15-069-11W4/0
104715	0694112306000	00/06-23-069-11W4/0
104719	0694113010000	00/10-30-069-11W4/0
104722	0694120707000	00/07-07-069-12W4/0
104729	0694121807000	00/07-18-069-12W4/0
104736	0694122611000	00/11-26-069-12W4/0
141885	0694123107000	00/07-31-069-12W4/0
104751	0694130707000	00/07-07-069-13W4/0
104764	0694131810000	00/10-18-069-13W4/0
104769	0694132111000	00/11-21-069-13W4/0
104779	0694133107000	00/07-31-069-13W4/0
104787	0694140207000	00/07-02-069-14W4/0
104803	0694141507000	00/07-15-069-14W4/0
104804	0694142107000	00/07-21-069-14W4/0
104807	0694143406000	00/06-34-069-14W4/0
104810	0694150806000	00/06-08-069-15W4/0
104812	0694151010000	00/10-10-069-15W4/0
104819	0694152710000	00/10-27-069-15W4/0
104823	0694153410000	00/10-34-069-15W4/0
104826	0694160110000	00/10-01-069-16W4/0
104832	0694161610000	00/10-16-069-16W4/0
104833	0694162006000	00/06-20-069-16W4/0
104834	0694162407000	00/07-24-069-16W4/0
104837	0694172111000	00/11-21-069-17W4/0
104838	0694172407000	00/07-24-069-17W4/0
104839	0694173006000	00/06-30-069-17W4/0
104840	0694173210000	00/10-32-069-17W4/0
104841	0694181010000	00/10-10-069-18W4/0
141959	0704041607000	00/07-16-070-04W4/0
141960	0704043011000	00/11-30-070-04W4/0
141961	0704043308000	00/08-33-070-04W4/0
141962	0704050905000	00/05-09-070-05W4/0
141963	0704051407000	00/07-14-070-05W4/0
141964	0704051905000	00/05-19-070-05W4/0
141966	0704053306000	00/06-33-070-05W4/0
141967	0704061209000	00/09-12-070-06W4/0
141968	0704062305000	00/05-23-070-06W4/0
141969	0704063310000	00/10-33-070-06W4/0
141970	0704063509000	00/09-35-070-06W4/0
153340	0704080307000	00/07-03-070-08W4/0
105674	0704090511000	00/11-05-070-09W4/0
105677	0704091606000	00/06-16-070-09W4/0
105678	0704092811000	00/11-28-070-09W4/0
105681	0704093313000	00/13-33-070-09W4/0
105683	0704101104000	00/04-11-070-10W4/0
105685	0704101813000	00/13-18-070-10W4/0
105689	0704102806000	00/06-28-070-10W4/0
105691	0704103210000	00/10-32-070-10W4/0
105693	0704110210000	00/10-02-070-11W4/0
105694	0704110706000	00/06-07-070-11W4/0
105704	0704113106000	00/06-31-070-11W4/0
105708	0704113507000	00/07-35-070-11W4/0
105711	0704120410000	00/10-04-070-12W4/0
105717	0704121607000	00/07-16-070-12W4/0
105718	0704122111000	00/11-21-070-12W4/0
105720	0704122710000	00/10-27-070-12W4/0
105722	0704130506000	00/06-05-070-13W4/0
105724	0704131106000	00/06-11-070-13W4/0
105729	0704132205000	00/05-22-070-13W4/0
105730	0704132606000	00/06-26-070-13W4/0
105734	0704143107000	00/07-31-070-14W4/0
105735	0704143205000	00/05-32-070-14W4/0
105739	0704150611000	00/11-06-070-15W4/0
105746	0704151707000	00/07-17-070-15W4/0
105751	0704152003000	00/03-20-070-15W4/0
105754	0704153316000	00/16-33-070-15W4/0
105758	0704160806000	00/06-08-070-16W4/0
105762	0704161310000	00/10-13-070-16W4/0
105767	0704162506000	00/06-25-070-16W4/0
105772	0704163612000	00/12-36-070-16W4/0
105777	0704171511000	00/11-15-070-17W4/0
105779	0704171807000	00/07-18-070-17W4/0
105784	0704173111000	00/11-31-070-17W4/0
105785	0704173507000	00/07-35-070-17W4/0
105786	0704180908000	00/08-09-070-18W4/0
105788	0704182611000	00/11-26-070-18W4/0
105792	0704190416000	00/16-04-070-19W4/0
105794	0704191407000	00/07-14-070-19W4/0
105796	0704200116000	00/16-01-070-20W4/0
105797	0704200706000	00/06-07-070-20W4/0
105802	0704203610000	00/10-36-070-20W4/0
105808	0704212010000	00/10-20-070-21W4/0
105811	0704212406000	00/06-24-070-21W4/0
105812	0704212711000	00/11-27-070-21W4/0
105818	0704213306000	00/06-33-070-21W4/0
105821	0704220603000	00/03-06-070-22W4/0
105824	0704221306000	00/06-13-070-22W4/0
105834	0704222506000	00/06-25-070-22W4/0
105838	0704223007000	00/07-30-070-22W4/0
105841	0704230306000	00/06-03-070-23W4/0
105844	0704230810000	00/10-08-070-23W4/0
105848	0704232010000	00/10-20-070-23W4/0
105857	0704233106000	00/06-31-070-23W4/0
105860	0704240210000	00/10-02-070-24W4/0
105875	0704242211000	00/11-22-070-24W4/0
105880	0704243107000	00/07-31-070-24W4/0
105883	0704243306000	00/06-33-070-24W4/0
105885	0704250212000	00/12-02-070-25W4/0
105893	0704251104000	00/04-11-070-25W4/0
105897	0704252206000	00/06-22-070-25W4/0
105898	0704253206000	00/06-32-070-25W4/0
105901	0704261007000	00/07-10-070-26W4/0
105903	0704261806000	00/06-18-070-26W4/0
105905	0704262310000	00/10-23-070-26W4/0
105907	0704263210000	00/10-32-070-26W4/0
105908	0704270107000	00/07-01-070-27W4/0
105909	0704271211000	00/11-12-070-27W4/0
105911	0705010711000	00/11-07-070-01W5/0
105912	0705011406000	00/06-14-070-01W5/0
105915	0705012711000	00/11-27-070-01W5/0
105917	0705013211000	00/11-32-070-01W5/0
105920	0705021110000	00/10-11-070-02W5/0
105922	0705022203000	00/03-22-070-02W5/0
105924	0705023211000	00/11-32-070-02W5/0
105926	0705023615000	00/15-36-070-02W5/0
105929	0705030304000	00/04-03-070-03W5/0
141983	0705031710000	00/10-17-070-03W5/0
105962	0705033311000	00/11-33-070-03W5/0
105963	0705033506000	00/06-35-070-03W5/0
105964	0705040110000	00/10-01-070-04W5/0
105968	0705041706000	00/06-17-070-04W5/0
105971	0705042408000	00/08-24-070-04W5/0
105983	0705050511000	00/11-05-070-05W5/0
105984	0705051011000	00/11-10-070-05W5/0
105987	0705052005000	00/05-20-070-05W5/0
105989	0705052311000	00/11-23-070-05W5/0
106445	0714011316000	00/16-13-071-01W4/0
177967	0714031207000	00/07-12-071-03W4/0
106446	0714041812000	00/12-18-071-04W4/0
106447	0714042105000	00/05-21-071-04W4/0
142032	0714042112000	00/12-21-071-04W4/0
142033	0714043215000	00/15-32-071-04W4/0
106448	0714051410000	00/10-14-071-05W4/0
106450	0714052006000	00/06-20-071-05W4/0
106452	0714052510000	00/10-25-071-05W4/0
142035	0714053011AA0	AA/11-30-071-05W4/0
106455	0714061409000	00/09-14-071-06W4/0
106457	0714061710000	00/10-17-071-06W4/0
106458	0714062409000	00/09-24-071-06W4/0
106460	0714063006000	00/06-30-071-06W4/0
106462	0714071510000	00/10-15-071-07W4/0
106463	0714071711000	00/11-17-071-07W4/0
106465	0714072310000	00/10-23-071-07W4/0
106469	0714073110000	00/10-31-071-07W4/0
106472	0714081310000	00/10-13-071-08W4/0
106475	0714082310000	00/10-23-071-08W4/0
106477	0714082706000	00/06-27-071-08W4/0
106479	0714083511000	00/11-35-071-08W4/0
106480	0714090414000	00/14-04-071-09W4/0
142039	0714091614000	00/14-16-071-09W4/0
106489	0714093006000	00/06-30-071-09W4/0
106492	0714093606000	00/06-36-071-09W4/0
106494	0714100511000	00/11-05-071-10W4/0
106501	0714101305000	00/05-13-071-10W4/0
106503	0714101906000	00/06-19-071-10W4/0
106507	0714103416000	00/16-34-071-10W4/0
106508	0714110110000	00/10-01-071-11W4/0
106512	0714110911000	00/11-09-071-11W4/0
106518	0714112911000	00/11-29-071-11W4/0
106519	0714113411000	00/11-34-071-11W4/0
106524	0714121513000	00/13-15-071-12W4/0
106526	0714122010000	00/10-20-071-12W4/0
106527	0714122511000	00/11-25-071-12W4/0
106529	0714123010000	00/10-30-071-12W4/0
106532	0714131011000	00/11-10-071-13W4/0
106533	0714131811000	00/11-18-071-13W4/0
106534	0714132911000	00/11-29-071-13W4/0
106537	0714142110000	00/10-21-071-14W4/0
106538	0714142211000	00/11-22-071-14W4/0
106540	0714143011000	00/11-30-071-14W4/0
106544	0714150211000	00/11-02-071-15W4/0
106547	0714150703000	00/03-07-071-15W4/0
106548	0714151010000	00/10-10-071-15W4/0
142042	0714151207000	00/07-12-071-15W4/0
106552	0714160811000	00/11-08-071-16W4/0
106553	0714160910000	00/10-09-071-16W4/0
106554	0714161307000	00/07-13-071-16W4/0
106555	0714163406000	00/06-34-071-16W4/0
106556	0714170306000	00/06-03-071-17W4/0
106558	0714171906000	00/06-19-071-17W4/0
106562	0714172407000	00/07-24-071-17W4/0
106565	0714173507002	00/07-35-071-17W4/2
106569	0714180411000	00/11-04-071-18W4/0
106573	0714181911000	00/11-19-071-18W4/0
106577	0714182507000	00/07-25-071-18W4/0
106580	0714183310000	00/10-33-071-18W4/0
106584	0714190306000	00/06-03-071-19W4/0
106594	0714192405000	00/05-24-071-19W4/0
106600	0714193012000	00/12-30-071-19W4/0
106602	0714193604000	00/04-36-071-19W4/0
106608	0714201510000	00/10-15-071-20W4/0
106613	0714201909000	00/09-19-071-20W4/0
106617	0714202316000	00/16-23-071-20W4/0
106621	0714203411000	00/11-34-071-20W4/0
106626	0714210605000	00/05-06-071-21W4/0
106633	0714212211000	00/11-22-071-21W4/0
106635	0714212607020	02/07-26-071-21W4/0
142044	0714213410000	00/10-34-071-21W4/0
106644	0714220706000	00/06-07-071-22W4/0
106645	0714221106000	00/06-11-071-22W4/0
106649	0714222202000	00/02-22-071-22W4/0
106650	0714222906000	00/06-29-071-22W4/0
106651	0714230110000	00/10-01-071-23W4/0
106652	0714231010000	00/10-10-071-23W4/0
106656	0714232407000	00/07-24-071-23W4/0
106659	0714233310000	00/10-33-071-23W4/0
106661	0714241810000	00/10-18-071-24W4/0
106662	0714242111000	00/11-21-071-24W4/0
106663	0714243110000	00/10-31-071-24W4/0
106665	0714243514000	00/14-35-071-24W4/0
106669	0714250606000	00/06-06-071-25W4/0
106673	0714251810000	00/10-18-071-25W4/0
106674	0714252106000	00/06-21-071-25W4/0
106676	0714252610000	00/10-26-071-25W4/0
106679	0714260910000	00/10-09-071-26W4/0
106680	0714261510000	00/10-15-071-26W4/0
106681	0714261611000	00/11-16-071-26W4/0
106682	0714261907000	00/07-19-071-26W4/0
106685	0715010311000	00/11-03-071-01W5/0
106687	0715010705000	00/05-07-071-01W5/0
106698	0715012606000	00/06-26-071-01W5/0
106700	0715012906000	00/06-29-071-01W5/0
106701	0715020108000	00/08-01-071-02W5/0
163770	0715022011000	00/11-20-071-02W5/0
106707	0715022206000	00/06-22-071-02W5/0
106710	0715022907000	00/07-29-071-02W5/0
106726	0715031211002	00/11-12-071-03W5/2
106735	0715032012000	00/12-20-071-03W5/0
142052	0715032716000	00/16-27-071-03W5/0
106747	0715033410000	00/10-34-071-03W5/0
106754	0715040302000	00/02-03-071-04W5/0
106774	0715041507000	00/07-15-071-04W5/0
106804	0715042310000	00/10-23-071-04W5/0
106820	0715043007000	00/07-30-071-04W5/0
106838	0715051216000	00/16-12-071-05W5/0
106840	0715051805000	00/05-18-071-05W5/0
106841	0715052210000	00/10-22-071-05W5/0
107168	0724013616000	00/16-36-072-01W4/0
178062	0724033210000	00/10-32-072-03W4/0
178063	0724033612000	00/12-36-072-03W4/0
107170	0724040505000	00/05-05-072-04W4/0
107171	0724041511000	00/11-15-072-04W4/0
107173	0724042807000	00/07-28-072-04W4/0
107174	0724043006000	00/06-30-072-04W4/0
107175	0724050106000	00/06-01-072-05W4/0
107178	0724050611000	00/11-06-072-05W4/0
107181	0724051608000	00/08-16-072-05W4/0
107183	0724052612000	00/12-26-072-05W4/0
107188	0724060412000	00/12-04-072-06W4/0
107193	0724061803000	00/03-18-072-06W4/0
107196	0724062812000	00/12-28-072-06W4/0
107199	0724063410000	00/10-34-072-06W4/0
107201	0724070110000	00/10-01-072-07W4/0
107204	0724070810000	00/10-08-072-07W4/0
107209	0724072310000	00/10-23-072-07W4/0
107215	0724073111000	00/11-31-072-07W4/0
107222	0724080907000	00/07-09-072-08W4/0
107223	0724081206000	00/06-12-072-08W4/0
107230	0724082611000	00/11-26-072-08W4/0
107232	0724082910000	00/10-29-072-08W4/0
107236	0724090403000	00/03-04-072-09W4/0
107239	0724090906000	00/06-09-072-09W4/0
107246	0724092510000	00/10-25-072-09W4/0
107250	0724093211000	00/11-32-072-09W4/0
107252	0724100114000	00/14-01-072-10W4/0
142103	0724101711000	00/11-17-072-10W4/0
107260	0724102406000	00/06-24-072-10W4/0
107262	0724102806000	00/06-28-072-10W4/0
107267	0724110106000	00/06-01-072-11W4/0
107270	0724110706000	00/06-07-072-11W4/0
107272	0724112104000	00/04-21-072-11W4/0
107276	0724112807000	00/07-28-072-11W4/0
107277	0724120108000	00/08-01-072-12W4/0
107279	0724120611000	00/11-06-072-12W4/0
107280	0724121309000	00/09-13-072-12W4/0
107281	0724122907000	00/07-29-072-12W4/0
107282	0724130907000	00/07-09-072-13W4/0
107284	0724131710000	00/10-17-072-13W4/0
107285	0724132602000	00/02-26-072-13W4/0
107286	0724133210000	00/10-32-072-13W4/0
107289	0724140811000	00/11-08-072-14W4/0
107291	0724141715000	00/15-17-072-14W4/0
107292	0724142010000	00/10-20-072-14W4/0
107298	0724143010020	02/10-30-072-14W4/0
107304	0724150310000	00/10-03-072-15W4/0
107309	0724151507000	00/07-15-072-15W4/0
107315	0724152411000	00/11-24-072-15W4/0
142105	0724153107000	00/07-31-072-15W4/0
107325	0724160707000	00/07-07-072-16W4/0
107333	0724161511000	00/11-15-072-16W4/0
107341	0724162206000	00/06-22-072-16W4/0
107345	0724163106000	00/06-31-072-16W4/0
107347	0724170811000	00/11-08-072-17W4/0
107349	0724171307000	00/07-13-072-17W4/0
107353	0724172310000	00/10-23-072-17W4/0
107358	0724173606000	00/06-36-072-17W4/0
107363	0724181011000	00/11-10-072-18W4/0
107364	0724181210000	00/10-12-072-18W4/0
178076	0724182910000	00/10-29-072-18W4/0
107368	0724183406000	00/06-34-072-18W4/0
107370	0724190611000	00/11-06-072-19W4/0
107372	0724191210020	02/10-12-072-19W4/0
153421	0724192306000	00/06-23-072-19W4/0
107374	0724193611000	00/11-36-072-19W4/0
107375	0724200206000	00/06-02-072-20W4/0
107377	0724201007000	00/07-10-072-20W4/0
107378	0724201211000	00/11-12-072-20W4/0
107385	0724203511000	00/11-35-072-20W4/0
107388	0724210310000	00/10-03-072-21W4/0
153423	0724212015000	00/15-20-072-21W4/0
163806	0724213407000	00/07-34-072-21W4/0
107393	0724230110000	00/10-01-072-23W4/0
107396	0724231206000	00/06-12-072-23W4/0
107399	0724232016000	00/16-20-072-23W4/0
107406	0724233310000	00/10-33-072-23W4/0
107407	0724240110000	00/10-01-072-24W4/0
107408	0724240807000	00/07-08-072-24W4/0
107416	0724243007000	00/07-30-072-24W4/0
107417	0724243110000	00/10-31-072-24W4/0
107419	0724250607000	00/07-06-072-25W4/0
107421	0724251006000	00/06-10-072-25W4/0
107423	0724253310000	00/10-33-072-25W4/0
107424	0724261607000	00/07-16-072-26W4/0
107425	0724263310000	00/10-33-072-26W4/0
107427	0725010311000	00/11-03-072-01W5/0
107430	0725010811000	00/11-08-072-01W5/0
163809	0725011315000	00/15-13-072-01W5/0
107436	0725013409000	00/09-34-072-01W5/0
107438	0725020206000	00/06-02-072-02W5/0
107441	0725021510000	00/10-15-072-02W5/0
107443	0725022610000	00/10-26-072-02W5/0
142113	0725023514000	00/14-35-072-02W5/0
107448	0725030311000	00/11-03-072-03W5/0
107456	0725030716000	00/16-07-072-03W5/0
107467	0725033104000	00/04-31-072-03W5/0
107468	0725033611000	00/11-36-072-03W5/0
107475	0725040304000	00/04-03-072-04W5/0
142123	0725041116020	02/16-11-072-04W5/0
107513	0725041804000	00/04-18-072-04W5/0
107548	0725043602000	00/02-36-072-04W5/0
107554	0725050310000	00/10-03-072-05W5/0
107558	0725051204000	00/04-12-072-05W5/0
142140	0725052709000	00/09-27-072-05W5/0
107921	0734040408000	00/08-04-073-04W4/0
107925	0734041810000	00/10-18-073-04W4/0
178128	0734041910000	00/10-19-073-04W4/0
107927	0734043106000	00/06-31-073-04W4/0
107931	0734050511000	00/11-05-073-05W4/0
107942	0734052509000	00/09-25-073-05W4/0
107945	0734052910000	00/10-29-073-05W4/0
107948	0734053507000	00/07-35-073-05W4/0
107960	0734060307000	00/07-03-073-06W4/0
107966	0734060706000	00/06-07-073-06W4/0
107972	0734061306000	00/06-13-073-06W4/0
107980	0734062211000	00/11-22-073-06W4/0
107984	0734063211000	00/11-32-073-06W4/0
107991	0734070310000	00/10-03-073-07W4/0
107997	0734071006000	00/06-10-073-07W4/0
108007	0734072111000	00/11-21-073-07W4/0
108016	0734072909000	00/09-29-073-07W4/0
108037	0734080410000	00/10-04-073-08W4/0
108041	0734081110000	00/10-11-073-08W4/0
108047	0734082410000	00/10-24-073-08W4/0
108055	0734083406000	00/06-34-073-08W4/0
108060	0734090110000	00/10-01-073-09W4/0
108063	0734090808002	00/08-08-073-09W4/2
108069	0734092311000	00/11-23-073-09W4/0
108071	0734093206000	00/06-32-073-09W4/0
108074	0734100610000	00/10-06-073-10W4/0
108075	0734101410000	00/10-14-073-10W4/0
108078	0734102909000	00/09-29-073-10W4/0
108079	0734103209000	00/09-32-073-10W4/0
108081	0734110706000	00/06-07-073-11W4/0
108084	0734112514000	00/14-25-073-11W4/0
108086	0734113210000	00/10-32-073-11W4/0
108087	0734113610000	00/10-36-073-11W4/0
108089	0734121007000	00/07-10-073-12W4/0
108090	0734121107000	00/07-11-073-12W4/0
108091	0734123111000	00/11-31-073-12W4/0
108093	0734130411000	00/11-04-073-13W4/0
108098	0734132213000	00/13-22-073-13W4/0
108099	0734133011000	00/11-30-073-13W4/0
108101	0734133607000	00/07-36-073-13W4/0
108104	0734140606000	00/06-06-073-14W4/0
108109	0734140906000	00/06-09-073-14W4/0
108113	0734142007000	00/07-20-073-14W4/0
108114	0734143506000	00/06-35-073-14W4/0
108115	0734150110000	00/10-01-073-15W4/0
108119	0734151307000	00/07-13-073-15W4/0
108122	0734152902000	00/02-29-073-15W4/0
108124	0734153511000	00/11-35-073-15W4/0
108127	0734161911000	00/11-19-073-16W4/0
108128	0734162107000	00/07-21-073-16W4/0
108129	0734163307000	00/07-33-073-16W4/0
108130	0734163610000	00/10-36-073-16W4/0
108134	0734171110000	00/10-11-073-17W4/0
108138	0734171710000	00/10-17-073-17W4/0
108139	0734172406000	00/06-24-073-17W4/0
108140	0734172506000	00/06-25-073-17W4/0
108143	0734180510000	00/10-05-073-18W4/0
108145	0734181709000	00/09-17-073-18W4/0
108147	0734182210000	00/10-22-073-18W4/0
108148	0734182707000	00/07-27-073-18W4/0
163855	0734190102000	00/02-01-073-19W4/0
108150	0734192111000	00/11-21-073-19W4/0
108151	0734192207000	00/07-22-073-19W4/0
108153	0734193111000	00/11-31-073-19W4/0
108156	0734200410000	00/10-04-073-20W4/0
108157	0734200811000	00/11-08-073-20W4/0
108159	0734202106000	00/06-21-073-20W4/0
108162	0734203307000	00/07-33-073-20W4/0
178147	0734210111000	00/11-01-073-21W4/0
108164	0734210915000	00/15-09-073-21W4/0
108167	0734211610000	00/10-16-073-21W4/0
108172	0734213207000	00/07-32-073-21W4/0
108173	0734221306000	00/06-13-073-22W4/0
108174	0734221610000	00/10-16-073-22W4/0
108176	0734230205000	00/05-02-073-23W4/0
108178	0734231511000	00/11-15-073-23W4/0
108180	0734232907000	00/07-29-073-23W4/0
108181	0734241511000	00/11-15-073-24W4/0
108182	0734241810000	00/10-18-073-24W4/0
108183	0734242807000	00/07-28-073-24W4/0
108184	0734243009000	00/09-30-073-24W4/0
108186	0734251009000	00/09-10-073-25W4/0
108187	0734251216000	00/16-12-073-25W4/0
142210	0734252504000	00/04-25-073-25W4/0
108190	0734253415000	00/15-34-073-25W4/0
108191	0734261408000	00/08-14-073-26W4/0
108193	0734263511000	00/11-35-073-26W4/0
108194	0735010510000	00/10-05-073-01W5/0
153497	0735010611000	00/11-06-073-01W5/0
163860	0735010810000	00/10-08-073-01W5/0
108195	0735011516000	00/16-15-073-01W5/0
108196	0735020311000	00/11-03-073-02W5/0
153498	0735020508000	00/08-05-073-02W5/0
108199	0735021411000	00/11-14-073-02W5/0
108200	0735022007000	00/07-20-073-02W5/0
108201	0735022107000	00/07-21-073-02W5/0
183487	0735030807000	00/07-08-073-03W5/0
108206	0735031210020	02/10-12-073-03W5/0
108207	0735031514000	00/14-15-073-03W5/0
108225	0735041710000	00/10-17-073-04W5/0
108229	0735042010000	00/10-20-073-04W5/0
108236	0735042404000	00/04-24-073-04W5/0
108245	0735043112000	00/12-31-073-04W5/0
142218	0735050101000	00/01-01-073-05W5/0
108280	0735052012000	00/12-20-073-05W5/0
108294	0735052602000	00/02-26-073-05W5/0
108306	0735052916000	00/16-29-073-05W5/0
108617	0744010806000	00/06-08-074-01W4/0
108618	0744012911000	00/11-29-074-01W4/0
108619	0744032606000	00/06-26-074-03W4/0
108620	0744040511000	00/11-05-074-04W4/0
108622	0744040810000	00/10-08-074-04W4/0
